timeStamp,address,blockNumber,data,gasPrice,gasUsed,logIndex,topics,transactionHash,transactionIndex,from_address,to_address,from_token,from_token_volume,to_token,to_token_volume,ether_volume
2017-12-27 14:09:03,0x12459c951127e0c374ff9105dda097662a027093,4806907,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000024a907c5347c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c5d35183dcfae9ad9c7be02d10e9136265a904f6c313dbc84fa3f9d545b381a8,4000000000,244344,98,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0xc7799e874ebc9a1aa4822c308fd004e3c6c3ddb3e9c8dae1e1686bed0ed1083c,192,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.01031895,0.01031895
2017-12-27 14:09:03,0x12459c951127e0c374ff9105dda097662a027093,4806907,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000000000000000000000000000000024e1828da54400000000000000000000000000000000000000000000000000000000000bebc20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ecb917dd9a32e75d5642a93135e6938868d8259518237727b7507ac7502dd29a,4000000000,244344,101,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0xc7799e874ebc9a1aa4822c308fd004e3c6c3ddb3e9c8dae1e1686bed0ed1083c,192,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.01038105,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0.01038105
2017-12-29 05:05:02,0x12459c951127e0c374ff9105dda097662a027093,4816459,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000000000000000000000000000000024da3651f9d400000000000000000000000000000000000000000000000000000000000bebc20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f7972369aa31aa4c41301f44975a4aa1cceee79435b544c4220e3625c3d2d937,4000000000,229408,63,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x43f8193506311ba845ff6a694472df15e09ce09fbb2e38e02403742d79e6048b,148,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010373026,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0.010373026
2017-12-29 05:05:02,0x12459c951127e0c374ff9105dda097662a027093,4816459,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000024a1c6b68eec000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044e9f095892abd0e4a5abb642f1c02d901bd31ef3597c0e105a4507e0d4103d9,4000000000,229408,66,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0x43f8193506311ba845ff6a694472df15e09ce09fbb2e38e02403742d79e6048b,148,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010310974,0.010310974
2017-12-29 12:26:14,0x12459c951127e0c374ff9105dda097662a027093,4818233,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000000000000000000000000000000024da3651f9d400000000000000000000000000000000000000000000000000000000000bebc20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f7972369aa31aa4c41301f44975a4aa1cceee79435b544c4220e3625c3d2d937,4000000000,214408,78,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0xd9979fc2e15c1b50a1a2f41a62b5c9f6aa6b65159a783bb427b7c84414049630,156,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010373026,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0.010373026
2017-12-29 12:26:14,0x12459c951127e0c374ff9105dda097662a027093,4818233,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000024a1c6b68eec0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ec9a1c4cb3783ed413c8cc742a2e7cab7ea5bd903e7ee80fb466826d20f5a1fe,4000000000,214408,81,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0xd9979fc2e15c1b50a1a2f41a62b5c9f6aa6b65159a783bb427b7c84414049630,156,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010310974,0.010310974
2017-12-30 08:19:22,0x12459c951127e0c374ff9105dda097662a027093,4822942,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e200000000000000000000000000000000000000000000000000126d1b28fcea000000000000000000000000000000000000000000000000000000000005f5e10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f7972369aa31aa4c41301f44975a4aa1cceee79435b544c4220e3625c3d2d937,4000000000,316405,60,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0xa65e447f4a2c8e314de5b2de5f7c5e446c2b7989990a6bbf039f919b1068efb3,80,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.005186513,0xf230b790e05390fc8295f4d3f60332c93bed42e2,1e-10,0.005186513
2017-12-30 08:19:22,0x12459c951127e0c374ff9105dda097662a027093,4822942,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e200000000000000000000000000000000000000000000000000126c31a1877c000000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022e9019c3aee4009a53e73be805c694076353aecfa4e41389287e652f2ed506c,4000000000,316405,63,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0xa65e447f4a2c8e314de5b2de5f7c5e446c2b7989990a6bbf039f919b1068efb3,80,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.00518551,0xf230b790e05390fc8295f4d3f60332c93bed42e2,1e-10,0.00518551
2017-12-30 08:19:22,0x12459c951127e0c374ff9105dda097662a027093,4822942,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc20000000000000000000000000000000000000000000000000000249ff672e58800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008f272bb5721198e66ee0e534beeb73ff3e3f4c9203e2e3b91313390f66bd0a69,4000000000,316405,66,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0xa65e447f4a2c8e314de5b2de5f7c5e446c2b7989990a6bbf039f919b1068efb3,80,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.01030898,0.01030898
2018-01-01 07:38:51,0x12459c951127e0c374ff9105dda097662a027093,4834611,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc20000000000000000000000000000000000000000000000000000236ba98469200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000546ab9e5219c457716b1d13bc3e239e1da2233d70834e0f990e870dcd31331cc,4000000000,316405,33,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0x3265156739c74a4245cdc5382d2d722532451078d14a2ba6c2615f67968d3658,40,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.00997,0.00997
2018-01-01 07:38:51,0x12459c951127e0c374ff9105dda097662a027093,4834611,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e2000000000000000000000000000000000000000000000000000e40e48ad6c0000000000000000000000000000000000000000000000000000000000004c4b40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000708d3d5ef820788774665253c77ab43ce46883547de58abf2822f630142959ba,4000000000,316405,30,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x3265156739c74a4245cdc5382d2d722532451078d14a2ba6c2615f67968d3658,40,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.004012,0xf230b790e05390fc8295f4d3f60332c93bed42e2,8.000000000000001e-11,0.004012
2018-01-01 07:38:51,0x12459c951127e0c374ff9105dda097662a027093,4834611,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e200000000000000000000000000000000000000000000000000161b6ec1d5c8000000000000000000000000000000000000000000000000000000000007270e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022e9019c3aee4009a53e73be805c694076353aecfa4e41389287e652f2ed506c,4000000000,316405,27,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x3265156739c74a4245cdc5382d2d722532451078d14a2ba6c2615f67968d3658,40,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.006222612000000001,0xf230b790e05390fc8295f4d3f60332c93bed42e2,1.2e-10,0.006222612000000001
2018-01-02 18:42:16,0x12459c951127e0c374ff9105dda097662a027093,4843099,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000024d65e60bf40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084546a7ab2dbbb903d8ce5b4220149b211f3811b803954a400986adb4f9468d2,4000000000,229354,67,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0x0d90abf3bc250ca3b330360c2cf2557cce55ac0b80423e905e4eb044041a8bbd,96,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.0103688,0.0103688
2018-01-02 18:42:16,0x12459c951127e0c374ff9105dda097662a027093,4843099,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e200000000000000000000000000000000000000000000000000250f1f0294c000000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044808d0d7f7e08be704ee0f0214c4cd51db1a3d99dfe976f6a6a58430033c4e0,4000000000,229354,70,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x0d90abf3bc250ca3b330360c2cf2557cce55ac0b80423e905e4eb044041a8bbd,96,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010431200000000002,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2e-10,0.010431200000000002
2018-01-03 02:01:22,0x12459c951127e0c374ff9105dda097662a027093,4844854,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000000000000000000000000000000000000bfb04400000000000000000000000000000000000000000000000000025bbc7cff32a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006c69bc3e517aee1fd53f6e8ecfdc12cacf2819c07ca0aaf54cf9f21da11c2fc6,4000000000,229408,21,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0x0c0daae86a3d4db64a9cd769dbe028c5b3254478b586165a12fc7c545f709913,54,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2.01e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010621041,0.010621041
2018-01-03 02:01:22,0x12459c951127e0c374ff9105dda097662a027093,4844854,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000000000000000000000000000000025f5e9e1a27600000000000000000000000000000000000000000000000000000000000bfb044000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e7eecd9aa6dd701b6ecb0bd2d8ef0d26264afd52afdf63491a8d860b4d61f8bc,4000000000,229408,24,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x0c0daae86a3d4db64a9cd769dbe028c5b3254478b586165a12fc7c545f709913,54,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.010684958999999999,0xf230b790e05390fc8295f4d3f60332c93bed42e2,2.01e-10,0.010684958999999999
2018-01-05 06:42:44,0x12459c951127e0c374ff9105dda097662a027093,4856816,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e9000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e20000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b480700000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000000012c5dc67752800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006e024fc059778a57d47278cc67009693d2847541e5ae4246dec35ec62f003e30,41000000000,229280,4,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000f68f40370555ad4735d9b0e8241bf5240150bacd', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0xd830266d3228eedbe8dc6482b612ae5d3a52b7a58a0879f75c8f0795f18a7b40']",0x3f5f171c00975daeb5b1bbd6681831bde5e96871773bc6fa15a979c9362bbd7a,6,0xf68f40370555ad4735d9b0e8241bf5240150bacd,0xe269e891a2ec8585a378882ffa531141205e92e9,0xf230b790e05390fc8295f4d3f60332c93bed42e2,1e-10,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.005284100000000001,0.005284100000000001
2018-01-05 06:42:44,0x12459c951127e0c374ff9105dda097662a027093,4856816,0x000000000000000000000000e269e891a2ec8585a378882ffa531141205e92e90000000000000000000000002956356cd2a2bf3202f771f50d3d14a367b48070000000000000000000000000f230b790e05390fc8295f4d3f60332c93bed42e2000000000000000000000000000000000000000000000000001661d10e15c0000000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032db70214cba51fa8470093d2a804f20ddf7577b7777cf8e4d6ab9a77fda85c1,41000000000,229280,7,"[u'0x0d0b9391970d9a25552f37d436d2aae2925e2bfe1b2a923754bada030c498cb3', u'0x000000000000000000000000266d3299d8ede74e9dce770366bbe59179f676ef', u'0x0000000000000000000000000000000000000000000000000000000000000000', u'0x6f83417a65003f7145b1a4bff67fe4015b6c0f0e5ec14c72898ff42157e6488e']",0x3f5f171c00975daeb5b1bbd6681831bde5e96871773bc6fa15a979c9362bbd7a,6,0x266d3299d8ede74e9dce770366bbe59179f676ef,0xe269e891a2ec8585a378882ffa531141205e92e9,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.0063,0xf230b790e05390fc8295f4d3f60332c93bed42e2,1e-10,0.0063
